id,sex,employment,married,income,digital3
42177,F,student,0,41119,.87243611
42178,F,student,0,0,.69149971
42179,M,student,0,0,.15917638
42180,F,employed,1,16114,.79113066
42181,F,employed,1,12525,.49626166
42182,M,employed,1,5342,.75562036
42183,F,employed,0,26132,.093945071
42184,F,employed,1,21302,.69133025
42185,F,employed,0,9447,.84726048
42186,F,employed,1,32812,.16314143
42187,M,employed,1,6990,.32854047
42188,M,employed,1,15562,0
42189,M,employed,1,45884,.7539227
42190,F,employed,1,25732,.46889868
42191,M,employed,1,258949,.663387
42192,M,employed,1,246902,.81647009
42193,M,employed,1,6679,.68059039
42194,M,employed,1,16086,.11959397
42195,M,student,0,0,.90475339
42196,F,employed,0,11620,.91067624
42197,F,student,0,0,.25991645
42198,M,retired,1,10416,0
42199,M,student,0,13506,.88260984
42200,M,employed,0,7741,.64779919
42201,M,retired,0,25133,0
42202,F,student,0,8107,.50765049
42203,F,employed,1,23058,0
42204,M,employed,1,16746,.97932863
42205,M,employed,0,13499,.13129272
42206,M,employed,1,12199,.34153709
42207,M,employed,0,15465,.71764457
42208,F,employed,1,6057,0
42209,M,employed,1,97298,.56787872
42210,F,student,0,0,.72105467
42211,M,retired,1,14333,.20195594
42212,F,student,1,13401,.79562545
42213,F,retired,1,4216,0
42214,F,unemployed,0,0,0
42215,M,student,0,0,.85080749
42216,M,employed,0,6274,0
42217,F,student,0,0,.86872697
42218,M,employed,1,6757,0
42219,F,student,1,0,.90124714
42220,F,student,0,0,.77933013
42221,M,employed,0,12491,0
42222,F,unemployed,0,5961,0
42223,M,retired,1,15130,0
42224,F,employed,1,4719,.59397084
42225,M,employed,1,75275,.96831071
42226,M,employed,1,25614,.50331134
42227,F,employed,1,26676,.40245545
42228,M,employed,1,7249,.65675855
42229,M,employed,1,12236,.71354246
42230,M,employed,0,32872,.043027095
42231,F,retired,0,42910,.077784248
42232,M,student,1,23883,.87672317
42233,F,unemployed,1,12069,0
42234,F,employed,1,4330,0
42235,F,unemployed,1,11519,.46829215
42236,F,retired,1,3751,.32536617
42237,F,retired,0,24463,.31423274
42238,F,employed,1,29669,.13532132
42239,F,retired,1,4347,0
42240,M,student,0,0,.34206501
42241,M,employed,1,18165,0
42242,F,employed,1,10227,.75696802
42243,M,employed,1,23967,.52661824
42244,F,employed,1,33826,.51509988
42245,M,employed,1,14905,0
42246,M,employed,0,7916,.18781136
42247,M,employed,0,21496,.027732806
42248,M,student,0,3158,.36021081
42249,M,student,0,0,.99643493
42250,F,employed,0,43649,.44651389
42251,M,employed,1,7672,0
42252,F,employed,1,6709,0
42253,F,employed,1,9089,0
42254,F,unemployed,0,0,.74479562
42255,F,employed,0,60800,.70772833
42256,M,employed,0,14132,.77839881
42257,F,employed,0,15606,0
42258,M,employed,1,6470,.36604288
42259,F,unemployed,1,0,0
42260,F,retired,1,30,.098217331
42261,M,employed,1,22739,.20399891
42262,M,student,0,0,.0037279166
42263,M,unemployed,0,0,.18117748
42264,M,employed,1,32760,.52078277
42265,F,unemployed,1,7437,.77341193
42266,M,employed,1,5481,0
42267,F,employed,1,38407,.24241838
42268,M,employed,1,14659,.47603789
42269,F,retired,1,14720,0
42270,M,retired,0,2439,.19612204
42271,F,retired,1,2422,.26601648
42272,M,retired,1,10725,.13822231
42273,M,employed,0,26945,.67448711
42274,F,employed,1,10591,0
42275,M,employed,1,6359,.074308507
42276,F,student,0,0,0
42277,M,unemployed,1,0,0
42278,F,student,0,0,.93024272
42279,F,employed,1,5039,.70751595
42280,M,employed,1,16737,.21379089
42281,M,employed,1,11080,.93002373
42282,M,unemployed,1,0,0
42283,F,employed,1,68855,0
42284,F,unemployed,1,0,.14914072
42285,F,retired,1,9743,.27469105
42286,M,employed,1,40749,.82628703
42287,F,retired,1,4651,.25335151
42288,F,employed,1,7160,0
42289,M,employed,0,14902,.64802265
42290,F,employed,0,5874,.28010413
42291,F,retired,0,7440,.21865705
42292,M,employed,1,24808,.16762695
42293,M,retired,0,12932,.2297215
42294,M,employed,0,12340,.79728037
42295,M,student,0,84276,.047090985
42296,M,student,1,0,.72974145
42297,F,employed,1,127421,.24991979
42298,M,retired,1,6552,.34691876
42299,M,employed,1,40674,.83506
42300,M,employed,1,10574,.37957236
42301,M,retired,0,29778,.31663573
42302,F,employed,1,27885,.060129378
42303,M,student,0,0,.29192564
42304,F,employed,1,87374,.19309638
42305,M,employed,0,8524,.53325057
42306,M,student,0,0,.97756839
42307,M,employed,0,5874,.59397507
42308,M,unemployed,0,10279,.761729
42309,F,retired,1,9089,.10180817
42310,M,retired,1,50110,0
42311,M,employed,1,11188,.0087766387
42312,M,retired,0,1360,.22103938
42313,F,employed,1,22989,.92677271
42314,M,unemployed,1,7438,.7940594
42315,M,employed,1,9292,.56990832
42316,F,student,0,8703,.74288565
42317,F,employed,1,25277,.4308022
42318,F,employed,0,12282,.53790343
42319,M,employed,1,8966,.53540003
42320,F,employed,1,5230,.59819555
42321,F,retired,1,2912,.26483521
42322,F,unemployed,1,0,.15235941
42323,M,employed,0,8165,.62422019
42324,F,student,0,0,.63770658
42325,M,employed,1,20976,.66505951
42326,F,employed,0,14520,.69514847
42327,F,employed,0,5099,0
42328,F,employed,1,7800,0
42329,M,employed,1,7181,.65671664
42330,F,unemployed,1,0,.60371965
42331,F,retired,1,2387,0
42332,F,retired,1,7829,0
42333,M,retired,1,5083,.27056098
42334,M,employed,0,5984,.60098529
42335,M,employed,0,16392,0
42336,M,unemployed,1,10690,.35621855
42337,M,employed,1,20768,.20509021
42338,M,retired,0,5702,0
42339,M,employed,1,13283,0
42340,M,employed,1,6580,0
42341,M,employed,1,211840,.25774816
42342,M,employed,1,13934,.82713127
42343,F,retired,0,2745,0
42344,F,employed,1,4360,.17263767
42345,M,employed,1,8921,.44046593
42346,M,retired,1,5105,.25664151
42347,F,unemployed,1,24042,.81125879
42348,F,employed,1,66391,.80068177
42349,M,retired,1,5891,0
42350,F,employed,1,5221,.78189212
42351,F,employed,1,5542,.5694536
42352,F,employed,0,5914,0
42353,M,student,0,0,.94277024
42354,F,unemployed,1,8119,0
42355,F,unemployed,1,13201,0
42356,M,employed,1,9590,0
42357,M,retired,1,4453,0
42358,M,student,0,38783,.51111448
42359,F,retired,1,3862,0
42360,M,unemployed,1,16733,0
42361,M,unemployed,1,21607,.12329171
42362,F,unemployed,1,24325,.60467345
42363,F,student,0,7938,.86036748
42364,M,employed,1,11327,.56317568
42365,F,unemployed,1,26105,.62829447
42366,F,student,0,0,.98955494
42367,M,employed,1,17268,.13068987
42368,F,unemployed,1,0,0
42369,F,student,0,0,.87401259
42370,M,student,0,0,.95688057
42371,F,student,0,218494,.90683764
42372,F,student,0,12525,.90273833
42373,F,unemployed,1,13607,.7306726
42374,F,employed,0,13317,.16766062
42375,M,employed,1,10942,.52300477
42376,F,employed,1,6738,.32865334
42377,M,student,1,0,.97560245
42378,F,unemployed,1,6095,0
42379,F,employed,1,9479,0
42380,F,employed,0,7476,.38400343
42381,F,employed,1,13672,.05658751
42382,M,employed,1,16991,.51791227
42383,F,employed,0,7328,.52538186
42384,M,employed,1,11431,.54287034
42385,M,employed,1,9818,.27497277
42386,F,student,0,3101,.87739545
42387,F,employed,1,61541,0
42388,M,employed,0,9184,.5495972
42389,M,retired,1,5464,.11216009
42390,M,employed,1,37847,.35579431
42391,M,employed,1,7017,.37578547
42392,F,employed,1,19005,.78604203
42393,M,unemployed,1,10086,.034212254
42394,M,employed,1,150548,.57898623
42395,M,employed,1,7199,.85357267
42396,M,unemployed,0,13057,0
42397,M,employed,1,5804,.84475654
42398,M,employed,1,10871,.53192663
42399,M,employed,1,16924,0
42400,F,unemployed,1,5662,0
42401,M,employed,1,12234,.06953337
42402,M,employed,0,15761,.25520864
42403,M,student,0,4701,.21963222
42404,M,employed,1,9093,.52285784
42405,F,student,1,0,.85780829
42406,M,retired,1,10690,0
42407,F,student,0,0,.85612154
42408,F,retired,0,1445,0
42409,F,student,0,0,.74367797
42410,M,employed,1,82680,.7407828
42411,M,employed,0,51398,.82283461
42412,F,employed,0,7644,.90651304
42413,M,employed,1,20140,.029744394
42414,F,unemployed,0,0,.23454405
42415,M,employed,1,5794,0
42416,M,employed,1,370845,.7179389
42417,F,employed,1,6069,.727732
42418,M,unemployed,1,0,.85988134
42419,F,retired,0,921,0
42420,M,employed,0,43779,0
42421,F,employed,1,17829,.3029491
42422,M,retired,0,4139,.36493802
42423,F,student,0,23887,.95677567
42424,F,employed,1,39114,.76556629
42425,F,retired,0,25202,.24437697
42426,M,retired,0,6149,0
42427,M,employed,0,6551,0
42428,F,employed,1,30124,.66882718
42429,F,unemployed,1,19312,.30222678
42430,M,employed,1,12105,.56218928
42431,F,employed,1,27325,.74702448
42432,F,retired,1,5071,0
42433,M,employed,0,8886,.28063214
42434,M,employed,0,6217,.73016471
42435,M,student,0,8173,.85777217
42436,M,employed,0,10318,.83996058
42437,M,student,0,0,.96045655
42438,F,employed,0,5922,0
42439,M,unemployed,1,13392,.98231471
42440,M,unemployed,1,0,.89368713
42441,M,employed,0,22698,0
42442,M,unemployed,1,20679,.66283405
42443,M,employed,1,144754,.031538419
42444,M,employed,1,25760,.62760121
42445,M,retired,1,5515,.24667597
42446,F,employed,1,7295,0
42447,M,unemployed,1,0,.65406096
42448,M,retired,1,43248,.28545791
42449,M,unemployed,1,0,0
42450,F,student,0,0,.8865726
42451,F,employed,1,9630,0
42452,M,employed,0,7162,0
42453,F,student,0,5126,0
42454,M,employed,1,10328,.67210716
42455,F,employed,1,34393,.07494507
42456,M,employed,1,10955,.68572038
42457,M,employed,0,8074,.83560187
42458,F,retired,1,8012,0
42459,M,employed,1,11969,.73153079
42460,M,employed,1,20108,.6907748
42461,F,student,0,4659,.95398015
42462,F,unemployed,1,4755,.11631087
42463,M,student,0,0,.82016218
42464,M,employed,1,5817,.54931343
42465,F,employed,1,9781,.013876621
42466,F,unemployed,1,0,.52328372
42467,F,employed,1,15125,.67146188
42468,F,student,0,3726,.65525478
42469,M,employed,1,14700,.88777649
42470,M,retired,1,3881,.3796131
42471,M,employed,1,17874,.40437463
42472,M,retired,1,7568,.39646888
42473,M,employed,1,11081,0
42474,M,unemployed,1,0,.11038594
42475,F,employed,1,9856,.66569704
42476,F,employed,1,9065,.20169809
42477,M,employed,1,10481,0
42478,F,unemployed,1,0,.43663177
42479,M,retired,0,37318,0
42480,M,employed,0,27401,0
42481,M,student,0,14342,.88754684
42482,F,unemployed,1,0,.82572925
42483,M,student,0,0,.64522099
42484,M,unemployed,0,9655,.58798403
42485,M,employed,1,9966,.58171833
42486,M,employed,0,148481,.062962636
42487,M,unemployed,0,6789,.38202298
42488,M,employed,1,45048,.81061691
42489,F,unemployed,1,14149,.63691723
42490,M,student,1,0,.88760102
42491,M,unemployed,0,12170,.64999622
42492,F,employed,1,32276,.59860694
42493,F,unemployed,1,7981,.5842551
42494,M,employed,0,12122,0
42495,M,student,0,0,0
42496,M,unemployed,1,0,.73765957
42497,M,employed,1,30501,.58126628
42498,F,employed,1,9375,.68356884
42499,F,student,1,0,.70137811
42500,M,employed,1,53873,.8482374
42501,F,employed,1,22944,0
42502,M,employed,1,17905,.74190211
42503,F,employed,1,10532,0
42504,M,employed,0,25751,0
42505,F,retired,1,3699,.25974435
42506,F,unemployed,1,0,0
42507,F,employed,0,8634,.50933623
42508,F,retired,0,3698,.34084994
42509,F,employed,1,11417,.51126021
42510,M,employed,1,30525,.58297795
42511,M,employed,1,9506,.62990987
42512,M,retired,1,9628,.26469347
42513,F,employed,1,11511,.94777644
42514,M,employed,1,7649,.57750684
42515,F,employed,1,11833,.044956643
42516,F,unemployed,0,12176,.57421833
42517,M,student,0,0,.96622062
42518,M,employed,1,11084,.33665022
42519,M,student,0,0,0
42520,M,employed,0,11360,.70682955
42521,F,employed,1,7792,0
42522,M,employed,1,13871,0
42523,F,retired,1,5947,.21623382
42524,M,employed,0,20593,.13307545
42525,M,student,0,0,.91170931
42526,M,employed,0,23840,.61345321
42527,F,student,1,0,.95916432
42528,M,employed,1,13870,.51481676
42529,M,student,0,0,.76675653
42530,M,employed,1,10571,.52559578
42531,M,employed,0,8150,.85491097
42532,M,employed,0,30529,.60858387
42533,F,retired,0,17054,0
42534,F,unemployed,0,11388,.83709705
42535,M,employed,1,10582,.63415956
42536,F,employed,0,6138,.72658688
42537,F,employed,0,21196,.96721971
42538,M,student,0,0,.96706122
42539,F,employed,0,34520,.67771184
42540,F,employed,1,36156,0
42541,F,employed,1,20602,.14391048
42542,M,unemployed,1,9926,.30175811
42543,M,employed,0,10558,.6803515
42544,F,employed,1,15804,0
42545,M,employed,1,8500,.73844844
42546,F,retired,1,3748,.22350983
42547,F,unemployed,1,0,0
42548,M,employed,1,15351,.54424465
42549,M,student,0,14276,.17778501
42550,F,employed,1,7288,.6698274
42551,F,employed,1,17501,0
42552,M,employed,0,37519,.55785531
42553,F,employed,1,62084,.60805076
42554,F,retired,1,2758,.25825328
42555,F,employed,1,20852,.77845752
42556,F,student,0,7938,.72614866
42557,F,retired,0,5131,0
42558,M,employed,1,25472,.24257642
42559,M,student,0,0,.97979915
42560,F,unemployed,1,97005,.76456714
42561,F,employed,0,26206,.3497237
42562,M,employed,1,10805,.8815788
42563,M,unemployed,0,15245,0
42564,F,retired,1,7055,.23007627
42565,F,unemployed,1,70184,0
42566,M,employed,1,6143,0
42567,M,employed,0,7671,.3846207
42568,M,student,0,0,.99558014
42569,M,student,0,0,.14652747
42570,M,student,0,0,.75147158
42571,M,student,0,0,.31311047
42572,M,employed,0,13190,.7624324
42573,M,employed,0,16599,0
42574,F,employed,0,5800,0
42575,F,retired,1,13531,0
42576,M,employed,1,45670,.66500765
42577,F,employed,1,31837,0
42578,F,unemployed,0,0,.7343688
42579,M,employed,1,7328,.49329725
42580,F,employed,0,15634,.52101713
42581,M,employed,1,5784,.34836623
42582,F,student,1,0,.040973164
42583,M,unemployed,0,0,.54002935
42584,M,unemployed,1,7794,.35981584
42585,F,student,1,0,.16598088
42586,F,employed,1,14492,.61356699
42587,M,employed,1,78502,.57483965
42588,M,student,0,0,.3591308
42589,M,retired,0,4765,0
42590,F,employed,1,5255,.35883826
42591,F,retired,1,11110,.38155645
42592,M,employed,1,15186,.56064236
42593,M,employed,1,10351,.83200723
42594,M,employed,1,7965,.19372296
42595,M,unemployed,1,7766,.89284652
42596,M,retired,1,1119,.35100487
42597,M,employed,1,5380,.81827009
42598,M,employed,1,12638,.54533434
42599,F,employed,1,18069,.85045093
42600,F,unemployed,0,0,.46538749
42601,F,employed,0,8208,.5975641
42602,M,employed,1,11867,0
42603,M,employed,0,25594,.66691566
42604,F,student,0,0,0
42605,F,employed,0,13501,.75474513
42606,M,employed,1,1000000,0
42607,F,retired,0,17265,.21629453
42608,F,unemployed,1,9981,0
42609,M,student,0,0,.91897541
42610,M,employed,1,22795,.51875567
42611,F,student,0,0,.017561181
42612,F,employed,1,4750,.80527377
42613,M,student,0,0,.78878915
42614,F,employed,0,8178,0
42615,F,retired,0,15839,.2116175
42616,M,unemployed,1,0,.62372953
42617,F,employed,1,30302,.1167731
42618,M,employed,1,7742,.54790896
42619,M,employed,1,12074,.81404257
42620,M,employed,0,10373,.62320596
42621,M,employed,1,8340,.40133187
42622,M,retired,0,7113,.10890383
42623,F,unemployed,0,0,.50055188
42624,M,student,0,10873,0
42625,F,student,0,0,.39810139
42626,M,employed,0,13598,.10281955
42627,M,employed,1,30340,.69240892
42628,M,employed,1,11920,0
42629,M,employed,0,17305,.58507568
42630,M,employed,1,6543,.41306052
42631,F,employed,1,13081,0
42632,F,employed,1,22482,.93102384
42633,M,employed,1,33985,.52171189
42634,F,employed,1,379180,.8413434
42635,F,employed,1,9438,0
42636,F,employed,1,12812,.067666702
42637,M,employed,1,27970,.78330934
42638,F,student,0,5858,.90869087
42639,M,student,1,0,.93855929
42640,M,employed,0,11314,.54968745
42641,M,employed,1,8708,0
42642,F,employed,1,6638,.27703312
42643,F,retired,1,7750,.29211092
42644,F,employed,1,9359,.2482892
42645,F,employed,0,20057,.92011607
42646,F,employed,0,61420,.19750555
42647,M,unemployed,1,8633,.045188881
42648,M,student,0,0,.13862848
42649,M,employed,1,28516,.039946873
42650,F,employed,0,15054,.34210914
42651,M,employed,1,23192,0
42652,F,employed,1,11573,.54823798
42653,M,employed,1,12738,0
42654,F,student,1,10908,.89551198
42655,F,student,1,21789,.60499626
42656,M,student,1,0,.91953504
42657,F,employed,1,17881,.61763924
42658,M,retired,0,4875,.35097623
42659,F,employed,1,34556,.63683712
42660,M,retired,1,3976,.27578571
42661,F,employed,0,9945,.13192186
42662,M,employed,0,5516,.24210148
42663,F,employed,1,18645,.61803687
42664,F,unemployed,1,24100,.7491383
42665,F,employed,1,4261,.10916461
42666,M,employed,0,9913,.55261594
42667,F,retired,0,11971,0
42668,F,retired,0,8171,0
42669,M,unemployed,0,0,.32865065
42670,M,student,0,0,.5988059
42671,F,retired,1,11761,.39499494
42672,F,student,0,0,.019313663
42673,F,employed,0,11840,.053093918
42674,M,student,0,6008,.65614992
42675,M,employed,0,7662,0
42676,F,employed,1,24272,.64582837
42677,F,student,0,0,0
42678,M,student,0,0,.34415457
42679,M,employed,1,10576,.90463418
42680,M,employed,1,9605,.18252854
42681,F,employed,0,10678,.96649867
42682,F,employed,0,14735,.38727894
42683,M,student,0,0,.75557339
42684,M,employed,1,22745,.58800226
42685,F,employed,0,5286,0
42686,M,employed,1,6507,.71904606
42687,F,employed,0,19148,.73067123
42688,M,employed,1,23032,.54723126
42689,M,employed,0,21519,0
42690,F,employed,1,19959,.58074927
42691,M,employed,0,10789,.58552206
42692,F,employed,1,485207,.87548089
42693,M,employed,0,8731,.39752886
42694,M,unemployed,0,7727,.10247411
42695,M,employed,0,12920,.15702632
42696,M,employed,1,111169,.7513237
42697,F,employed,1,8538,.90963119
42698,F,retired,1,5181,0
42699,F,retired,0,1618,.25264874
42700,M,employed,1,20751,.43661219
42701,M,student,0,45860,.60971272
42702,F,student,0,0,.94963884
42703,F,student,0,0,.49865305
42704,F,employed,0,7471,.66651869
42705,F,unemployed,0,0,.63727969
42706,M,employed,1,18109,.061830021
42707,M,employed,1,8247,.58063585
42708,M,unemployed,1,0,.28177387
42709,F,employed,0,32617,0
42710,F,unemployed,1,0,.88631362
42711,F,employed,1,14040,0
42712,F,employed,0,5477,.83744049
42713,M,employed,1,6408,0
42714,M,employed,1,138635,.65402907
42715,F,student,0,0,.94558775
42716,F,unemployed,1,12631,.59362322
42717,M,employed,1,7172,0
42718,F,unemployed,1,0,.55918533
42719,M,employed,1,11207,.70650882
42720,M,employed,1,10017,.095692486
42721,M,retired,0,81341,.012882273
42722,M,retired,0,7509,.23325542
42723,M,employed,1,11984,.078332722
42724,F,retired,1,5415,.3297503
42725,M,student,0,0,.094469689
42726,F,unemployed,1,10596,.90937483
42727,M,employed,0,14117,0
42728,M,employed,1,9459,.28171521
42729,F,employed,1,13383,.037475955
42730,M,student,0,0,.10053992
42731,M,student,0,0,0
42732,M,unemployed,1,0,.36836618
42733,M,employed,1,52165,.15980619
42734,M,employed,1,26499,.055729046
42735,F,unemployed,0,48489,.5164153
42736,M,retired,0,8759,.20677474
42737,M,employed,1,21416,.69622785
42738,M,employed,1,19617,.78279382
42739,M,employed,1,8633,.51659578
42740,F,student,1,0,0
42741,M,employed,1,9963,.098925792
42742,F,employed,1,18528,.541035
42743,F,employed,1,8198,.54437363
42744,F,employed,1,7765,.62969333
42745,M,employed,1,17729,0
42746,F,student,0,0,.38490382
42747,M,employed,1,18820,.84517872
42748,M,employed,0,8752,.49469566
42749,F,employed,1,15185,.60731226
42750,F,employed,0,8947,.86941874
42751,M,employed,0,7948,.67890668
42752,F,employed,1,6006,.11785237
42753,M,employed,1,5920,.30744347
42754,M,employed,1,32592,.56209576
42755,M,retired,1,6116,.27603751
42756,F,employed,1,10162,.48467517
42757,F,employed,1,6242,0
42758,M,employed,1,54291,.58490872
42759,F,unemployed,0,0,.53260612
42760,M,student,0,0,0
42761,M,employed,1,14551,.94158465
42762,F,unemployed,1,14135,.75063193
42763,F,employed,1,6983,.098953068
42764,M,employed,1,8909,0
42765,M,student,0,0,.86815768
42766,M,unemployed,0,6852,0
42767,M,employed,1,73962,.51572067
42768,M,employed,1,5347,.26885763
42769,M,unemployed,0,14106,0
42770,F,student,0,0,.54424727
42771,M,unemployed,0,0,.73599696
42772,M,unemployed,1,0,.74271709
42773,M,student,0,4143,.569969
42774,F,unemployed,1,8706,.24465206
42775,F,unemployed,1,0,.40555042
42776,F,employed,0,11272,.83812267
42777,M,retired,0,15418,.095625266
42778,M,retired,0,7363,.21482411
42779,F,employed,1,80029,.23612106
42780,M,employed,1,24249,.68561453
42781,F,unemployed,0,0,0
42782,F,employed,1,55935,.6754688
42783,F,retired,1,2349,0
42784,M,employed,1,6947,0
42785,M,employed,1,7458,0
42786,M,employed,1,60019,.16447118
42787,F,unemployed,1,0,.56676632
42788,F,employed,1,5807,.82768613
42789,M,employed,1,37921,.57273424
42790,F,retired,0,6632,.24001148
42791,F,employed,0,56275,0
42792,F,retired,1,16681,.093515776
42793,M,student,0,0,.3914662
42794,F,student,0,0,.88620019
42795,F,employed,1,19712,.6611135
42796,F,retired,1,5056,0
42797,M,retired,1,8357,.2270308
42798,F,retired,0,15824,.20125274
42799,F,employed,0,9712,.9265663
42800,F,retired,0,8496,.31081039
42801,M,employed,0,32117,.66370726
42802,M,employed,1,39922,0
42803,M,employed,0,153419,0
42804,M,employed,1,25096,.53196043
42805,M,student,0,47657,.91282701
42806,F,employed,1,9409,.89997983
42807,F,student,0,0,.8460837
42808,M,employed,1,6640,0
42809,M,employed,1,31561,0
42810,F,employed,1,80762,.077127285
42811,M,retired,1,4882,0
42812,M,employed,0,41870,.90645272
42813,M,employed,0,13312,.41190824
42814,M,student,0,27760,.52926099
42815,F,retired,1,13860,0
42816,M,employed,0,9517,.61827648
42817,F,employed,1,4667,.69232178
42818,F,unemployed,0,23507,.74908966
42819,F,employed,0,7075,.55734247
42820,M,employed,1,11280,.67060119
42821,M,employed,1,7221,.1277816
42822,M,employed,1,7145,.52475762
42823,M,retired,1,6978,.22510818
42824,F,employed,1,26276,0
42825,M,retired,1,19953,.28942388
42826,M,employed,1,6255,.28823251
42827,F,unemployed,0,11076,.097858332
42828,F,employed,1,7720,0
42829,M,unemployed,1,11370,.85188055
42830,F,student,0,25555,.88175613
42831,M,student,0,0,.77727258
42832,F,employed,1,4736,.58940816
42833,M,employed,1,8218,.038944788
42834,M,employed,0,15860,.72165823
42835,F,employed,0,19242,.17625286
42836,F,unemployed,1,0,.58875448
42837,M,student,1,0,.30463567
42838,M,retired,0,10135,.2274375
42839,F,employed,1,21747,.63235188
42840,F,student,0,18029,.92596841
42841,M,retired,1,4269,0
42842,M,employed,0,10070,.59453046
42843,F,retired,1,2916,.14437896
42844,M,employed,1,9954,0
42845,M,employed,1,21663,.90695733
42846,F,retired,1,2369,0
42847,F,student,1,0,.29135498
42848,M,employed,1,20179,.33633587
42849,M,employed,0,94387,.80238265
42850,F,unemployed,0,17602,.14835569
42851,M,student,0,0,.87392396
42852,M,employed,1,9658,0
42853,M,retired,0,10229,0
42854,M,employed,0,10515,.64511251
42855,M,student,0,0,.90488154
42856,F,employed,0,12290,.96262658
42857,F,employed,1,112449,.61047709
42858,F,retired,0,4402,.19190145
42859,F,employed,0,9818,.5722872
42860,M,student,0,0,.85856503
42861,M,employed,1,8190,.57033402
42862,F,unemployed,1,29932,.091047771
42863,M,employed,1,21668,.70257664
42864,F,retired,0,8568,.12227628
42865,F,employed,1,8664,.85922074
42866,M,employed,0,20914,.77120352
42867,M,employed,1,7372,.19880365
42868,F,retired,1,2763,.24196418
42869,M,employed,1,11489,.61477697
42870,M,employed,1,14728,.62359715
42871,F,student,0,2668,.5721004
42872,M,employed,1,9699,.52524424
42873,F,unemployed,0,62913,.1437735
42874,M,employed,1,7726,.51445979
42875,M,unemployed,1,8649,.5194208
42876,M,retired,0,5167,.28266865
42877,M,employed,1,10537,.6782847
42878,F,retired,1,3133,.23305055
42879,M,employed,1,18824,.15364121
42880,F,employed,1,13792,.8767975
42881,F,student,0,5856,.72522569
42882,M,employed,1,13072,.54368055
42883,M,employed,0,7319,0
42884,F,employed,1,11845,0
42885,M,employed,1,7975,.99998784
42886,M,employed,1,9226,.4452976
42887,M,student,0,0,.95206869
42888,M,employed,1,45268,.073334403
42889,F,employed,0,13077,.63444853
42890,F,retired,0,3915,0
42891,F,unemployed,0,0,.66453481
42892,M,employed,0,6322,.67685962
42893,F,student,0,0,.63912046
42894,M,employed,1,6776,.79478878
42895,M,employed,0,19290,.82335019
42896,M,employed,1,26124,.24804839
42897,F,retired,1,7704,.15293995
42898,M,student,0,0,.78908741
42899,F,employed,1,25900,.5995813
42900,M,employed,1,12390,.50813526
42901,F,employed,1,12317,.56649846
42902,M,retired,1,51749,.24286799
42903,F,employed,1,63496,0
42904,M,student,0,0,.98588282
42905,M,student,0,0,.46779069
42906,M,retired,1,6563,.28250623
42907,F,student,0,0,0
42908,M,employed,0,8404,.55446655
42909,M,employed,1,19485,.21671812
42910,F,unemployed,1,0,.47544307
42911,F,employed,1,6145,0
42912,M,employed,1,11994,.17068699
42913,F,retired,0,7579,.22669899
42914,F,retired,1,13279,.26891762
42915,M,employed,1,9413,.6464324
42916,F,student,0,0,.87438262
42917,M,employed,0,7034,0
42918,M,employed,0,15525,.3850621
42919,M,employed,1,65906,0
42920,M,employed,1,12026,0
42921,M,unemployed,1,18136,.92867702
42922,F,retired,1,2971,.26200178
42923,M,employed,1,11988,0
42924,M,employed,1,12051,0
42925,F,student,0,0,.88970715
42926,M,employed,1,14254,.99900514
42927,F,employed,1,38081,.99743664
42928,M,employed,1,7222,.78560001
42929,M,unemployed,0,17391,.16521502
42930,M,employed,0,5430,0
42931,M,employed,1,19783,.25862452
42932,M,employed,0,7267,.70599657
42933,F,student,0,0,.27041942
42934,F,unemployed,0,0,.51144391
42935,M,employed,1,10878,.53172725
42936,F,unemployed,1,8702,.96500844
42937,F,employed,0,21505,0
42938,F,unemployed,1,17336,.61829025
42939,F,employed,1,12325,.2935591
42940,M,retired,1,13308,0
42941,M,student,0,0,.90942901
42942,F,retired,0,6021,.21348782
42943,F,employed,1,8343,.4785583
42944,F,unemployed,1,0,0
42945,F,student,0,0,0
42946,M,student,0,0,.71346343
42947,F,unemployed,1,13127,.47784373
42948,M,unemployed,1,0,.90673065
42949,M,unemployed,1,0,0
42950,M,employed,1,7820,.57194561
42951,F,student,0,7473,.99023467
42952,M,employed,0,10916,0
42953,F,student,0,0,.58468235
42954,F,student,0,0,.16771707
42955,M,employed,1,6656,.80090076
42956,F,retired,1,3283,.33646527
42957,M,employed,1,19933,.75047797
42958,M,employed,1,12670,.56803632
42959,M,employed,1,10856,.65408802
42960,F,retired,1,4217,.29133439
42961,F,employed,1,4507,.46350756
42962,F,employed,0,201866,0
42963,F,student,0,3714,.57767314
42964,F,unemployed,1,17065,.5759396
42965,F,employed,1,10643,.50610417
42966,F,employed,1,7914,.72763497
42967,M,student,0,0,.89119822
42968,F,employed,0,17322,0
42969,F,employed,0,69537,.6170643
42970,F,student,0,3559,.88964075
42971,M,retired,0,4518,.29964808
42972,F,employed,1,41256,.76250595
42973,M,employed,1,10572,.91645342
42974,M,employed,1,17430,.25908637
42975,M,retired,0,9155,.20941858
42976,M,retired,1,4594,0
42977,F,employed,0,119706,.17492141
42978,F,employed,1,30193,0
42979,F,unemployed,0,27647,.66963571
42980,F,student,0,8532,.73224318
42981,M,unemployed,1,8415,.77713925
42982,F,student,0,0,.8470093
42983,F,employed,1,6815,.87090796
42984,M,retired,1,3948,.17228687
42985,M,employed,1,23572,.006584269
