id,sex,employment,married,income,digital3,default
53134,F,employed,0,42297,0.0,0
53135,M,student,0,0,0.80525035,0
53136,M,employed,1,16549,0.61108857,0
53137,F,employed,0,54723,0.65782136,0
53138,M,unemployed,1,0,0.0,0
53139,F,retired,1,9084,0.0,1
53140,M,employed,1,8720,0.077366531,0
53141,F,employed,1,6336,0.18460146,1
53142,M,retired,1,10405,0.0,0
53143,M,employed,1,5238,0.0,0
53144,M,unemployed,1,17661,0.80673778,0
53145,F,employed,0,6190,0.46481583,0
53146,F,employed,1,9353,0.65699846,0
53147,M,student,0,0,0.4306868,0
53148,M,employed,1,20581,0.50629485,0
53149,M,retired,1,4864,0.0,0
53150,M,employed,1,13604,0.81244439,0
53151,M,employed,0,7938,0.76073653,1
53152,M,employed,1,10443,0.17821023,0
53153,F,employed,0,55257,0.2408352,0
53154,M,employed,0,18199,0.0,0
53155,F,unemployed,1,9289,0.40743628,0
53156,F,unemployed,0,8865,0.94540948,0
53157,M,employed,1,19732,0.067461766,0
53158,M,retired,0,5250,0.0,0
53159,F,employed,1,4591,0.0,1
53160,F,retired,1,3027,0.24334796,0
53161,M,employed,0,9457,0.71687794,0
53162,M,employed,0,7143,0.4872613,0
53163,F,unemployed,0,71829,0.80002236,0
53164,M,employed,1,35950,0.62861115,0
53165,F,employed,1,9042,0.0,0
53166,M,employed,1,7541,0.54726881,0
53167,M,employed,1,16973,0.5257706,0
53168,F,employed,1,25481,0.50972426,0
53169,F,unemployed,0,11352,0.63461286,0
53170,M,student,0,9371,0.92444754,0
53171,M,employed,1,11708,0.65034103,0
53172,M,employed,0,10064,0.0,0
53173,F,employed,0,9718,0.0,0
53174,F,employed,1,47876,0.0,0
53175,M,unemployed,1,11310,0.0,0
53176,F,employed,0,20896,0.096188158,0
53177,F,employed,1,6961,0.63571918,0
53178,M,employed,1,9052,0.52933091,0
53179,M,retired,0,5123,0.21560414,0
53180,M,employed,1,11649,0.11895585,0
53181,F,unemployed,1,0,0.52951807,0
53182,M,employed,1,40479,0.92525244,0
53183,M,employed,1,24382,0.4824965,0
53184,M,employed,1,16015,0.61707717,0
53185,M,employed,1,7509,0.52673179,0
53186,F,unemployed,1,9784,0.54804212,1
53187,M,employed,0,13660,0.51698333,0
53188,F,unemployed,1,0,0.58777463,0
53189,F,retired,1,14876,0.29892701,0
53190,F,employed,0,57057,0.99395257,0
53191,M,unemployed,1,13630,0.58537996,0
53192,F,employed,1,6249,0.79923493,0
53193,M,retired,1,18491,0.0,0
53194,M,student,0,0,0.0,0
53195,F,employed,1,6519,0.65982878,0
53196,M,employed,1,17186,0.0,0
53197,M,student,0,0,0.93696898,0
53198,F,student,0,0,0.0,0
53199,M,employed,1,25389,0.26192534,0
53200,F,employed,1,4764,0.75619829,0
53201,F,employed,0,7510,0.85020715,0
53202,M,employed,1,51510,0.0,0
53203,M,student,0,0,0.0,0
53204,F,employed,1,5873,0.0061957282,0
53205,F,employed,0,12277,0.7092784,0
53206,M,retired,1,21672,0.26724255,0
53207,M,employed,1,11095,0.62430578,0
53208,F,retired,1,4156,0.35764834,0
53209,M,unemployed,0,0,0.26941881,0
53210,F,retired,0,11696,0.076330952,0
53211,M,student,0,9136,0.47195381,0
53212,F,employed,1,6639,0.24506144,0
53213,M,unemployed,1,13130,0.63921797,0
53214,M,student,0,41245,0.93216372,0
53215,F,unemployed,0,24635,0.52527374,0
53216,F,unemployed,0,5946,0.57417142,0
53217,M,employed,1,5837,0.045463186,0
53218,M,unemployed,0,0,0.74286288,0
53219,M,employed,0,218037,0.72361678,0
53220,F,employed,1,14644,0.23928465,0
53221,F,student,0,10864,0.28463966,0
53222,F,employed,1,10964,0.50993025,0
53223,F,employed,1,9707,0.41347063,0
53224,M,employed,0,10614,0.52892452,0
53225,F,employed,0,23718,0.80146897,0
53226,M,student,0,0,0.80597621,0
53227,F,employed,1,8635,0.73454583,0
53228,F,employed,1,10517,0.9577229,0
53229,M,unemployed,1,0,0.84042501,0
53230,M,retired,1,4827,0.20675881,0
53231,F,unemployed,1,12523,0.0,0
53232,M,employed,0,12179,0.65107411,0
53233,F,employed,1,10549,0.25738367,0
53234,F,employed,1,17026,0.61452144,0
53235,M,unemployed,1,13978,0.044119321,0
53236,F,employed,1,16464,0.52787638,1
53237,M,employed,1,13084,0.0,0
53238,M,employed,1,7834,0.14089912,0
53239,M,unemployed,1,0,0.0,0
53240,M,employed,0,14130,0.0,0
53241,F,student,0,0,0.42409137,1
53242,M,retired,1,9063,0.19147699,1
53243,M,employed,1,10007,0.13707013,0
53244,M,retired,1,18722,0.0,0
53245,M,employed,1,6589,0.13726191,0
53246,M,retired,1,77150,0.31895739,0
53247,F,student,0,8563,0.059281494,0
53248,F,employed,1,6759,0.0,0
53249,M,unemployed,0,6291,0.74822921,0
53250,F,employed,1,10256,0.75309759,0
53251,F,employed,0,177912,0.56811923,0
53252,M,employed,1,13178,0.35760435,0
53253,M,student,1,0,0.0,0
53254,M,employed,1,22087,0.61787313,0
53255,F,retired,1,7732,0.30078471,0
53256,F,unemployed,0,8302,0.0,0
53257,M,student,1,0,0.89909804,0
53258,M,employed,1,26188,0.3451246,0
53259,M,unemployed,1,0,0.047275804,0
53260,M,unemployed,1,9189,0.0,0
53261,F,employed,1,18002,0.31431821,0
53262,M,retired,0,7761,0.20032012,0
53263,M,retired,0,4208,0.22638845,0
53264,M,student,0,30646,0.86809331,0
53265,M,employed,0,19421,0.88565433,0
53266,F,employed,1,11696,0.84555,0
53267,F,retired,1,9662,0.10299496,0
53268,F,employed,1,9445,0.28536931,0
53269,M,retired,1,9031,0.29097423,0
53270,F,employed,1,7985,0.59490103,0
53271,F,student,0,0,0.94308484,0
53272,F,student,0,4906,0.85808325,1
53273,M,employed,1,25918,0.056661721,0
53274,F,student,0,0,0.0,0
53275,M,employed,1,33152,0.10280262,0
53276,F,unemployed,1,5833,0.42020014,0
53277,F,employed,1,81439,0.89765817,0
53278,F,employed,1,6235,0.89536387,0
53279,M,retired,1,5486,0.37194586,0
53280,M,employed,0,14899,0.60529983,0
53281,M,employed,0,26975,0.55446321,0
53282,M,employed,1,13433,0.0,0
53283,F,unemployed,1,9548,0.75086576,0
53284,M,employed,1,15659,0.6695649,0
53285,M,employed,1,42409,0.61810642,0
53286,M,unemployed,0,0,0.25712562,0
53287,F,student,0,17599,0.77782094,0
53288,F,retired,1,2413,0.072574317,0
53289,M,retired,1,7253,0.017874731,0
53290,M,employed,0,15624,0.081742458,0
53291,M,employed,1,18216,0.14470683,0
53292,F,employed,1,11811,0.27635908,0
53293,F,employed,1,13797,0.22026724,0
53294,F,unemployed,1,31839,0.0,0
53295,M,employed,1,8631,0.21462607,0
53296,M,student,0,18274,0.90566498,0
53297,F,employed,1,17082,0.51587129,1
53298,F,employed,1,6835,0.25326377,1
53299,F,unemployed,1,11626,0.78854567,0
53300,F,unemployed,1,0,0.0,0
53301,M,employed,0,8250,0.92784148,0
53302,M,employed,1,5109,0.71083802,0
53303,F,employed,1,8557,0.31024739,0
53304,M,student,0,0,0.92051756,0
53305,F,student,0,0,0.042249884,0
53306,M,employed,1,8910,0.0,0
53307,F,student,0,7967,0.84577483,0
53308,M,employed,1,10465,0.64595258,0
53309,F,unemployed,1,0,0.0,1
53310,F,employed,1,6349,0.10976353,0
53311,M,employed,1,12822,0.54503489,0
53312,F,employed,1,5736,0.93316638,0
53313,F,employed,1,69083,0.0,0
53314,M,unemployed,1,0,0.50808412,0
53315,F,employed,1,5562,0.0,1
53316,M,employed,1,13797,0.8898859,0
53317,M,unemployed,1,21519,0.53552169,0
53318,M,student,0,0,0.3870331,1
53319,M,employed,1,34576,0.74700296,0
53320,M,retired,1,6121,0.20491412,0
53321,F,unemployed,1,22254,0.0,0
53322,M,retired,0,3959,0.1071614,0
53323,F,retired,1,5408,0.21902135,0
53324,F,unemployed,0,8275,0.12555738,0
53325,F,employed,1,5388,0.57506281,0
53326,M,employed,1,7079,0.54022777,0
53327,F,employed,0,8296,0.03931452,0
53328,M,employed,1,32356,0.51552516,0
53329,M,student,0,0,0.35840693,0
53330,M,student,0,8606,0.76156539,0
53331,F,employed,0,6930,0.72250307,1
53332,F,employed,1,5435,0.12944968,0
53333,F,unemployed,1,18001,0.0,0
53334,M,employed,1,23033,0.87589604,0
53335,M,employed,1,63511,0.0,0
53336,M,employed,1,15974,0.7845118,0
53337,F,employed,1,4957,0.4897846,0
53338,M,unemployed,1,45594,0.6963523,0
53339,F,retired,0,26502,0.0,0
53340,M,retired,1,13935,0.0,0
53341,M,employed,0,12465,0.0,0
53342,M,unemployed,0,0,0.5828054,0
53343,F,student,0,0,0.84360921,0
53344,M,employed,0,18569,0.81696707,0
53345,M,employed,1,10306,0.66106135,0
53346,F,employed,1,7667,0.103324,1
53347,F,retired,0,5527,0.28531158,0
53348,M,employed,1,349187,0.55201405,0
53349,F,employed,1,19876,0.80862308,0
53350,F,employed,1,45789,0.49586931,0
53351,F,employed,1,11186,0.0,0
53352,M,employed,0,6680,0.0,0
53353,F,employed,0,21326,0.96407241,0
53354,M,employed,1,21846,0.0,0
53355,M,employed,1,41063,0.50541538,0
53356,M,retired,0,4819,0.28753537,0
53357,M,employed,0,334642,0.2360325,0
53358,F,employed,0,18717,0.0,0
53359,M,employed,1,8840,0.69985145,0
53360,M,employed,1,10009,0.37239969,0
53361,M,retired,0,39891,0.15323439,0
53362,M,employed,1,11015,0.72209668,0
53363,F,employed,0,10512,0.13282672,1
53364,M,retired,0,22755,0.0,0
53365,M,employed,1,18921,0.54340267,0
53366,M,employed,1,23622,0.56777465,0
53367,M,employed,1,8172,0.0969503,0
53368,M,employed,1,21915,0.0,0
53369,F,employed,0,22497,0.0,0
53370,M,unemployed,0,5371,0.36782965,0
53371,M,employed,0,9656,0.66949499,0
53372,M,unemployed,0,7093,0.487468,0
53373,M,employed,1,11060,0.95167911,1
53374,M,student,0,0,0.0,0
53375,M,employed,1,6681,0.0,0
53376,M,student,0,11823,0.73956543,0
53377,M,employed,1,18406,0.67889482,0
53378,F,student,0,0,0.0,0
53379,M,employed,1,68044,0.6425938,0
53380,M,employed,1,36973,0.35022098,0
53381,F,employed,1,313054,0.61134279,0
53382,F,employed,0,13655,0.57568198,0
53383,F,unemployed,1,0,0.80374891,0
53384,M,employed,1,32507,0.58077186,0
53385,M,employed,1,27826,0.0,0
53386,M,employed,1,9738,0.56480241,0
53387,M,employed,1,53826,0.95528054,0
53388,F,student,0,0,0.84725302,0
53389,M,student,0,0,0.58341449,0
53390,F,employed,0,7976,0.71651399,0
53391,M,student,0,0,0.75535989,0
53392,F,employed,0,7945,0.83861434,0
53393,F,employed,0,10185,0.544828,0
53394,F,unemployed,1,7631,0.70980483,0
53395,M,employed,1,14219,0.42831686,0
53396,M,employed,1,361544,0.0,0
53397,M,unemployed,1,11171,0.67028207,0
53398,M,employed,1,7388,0.33734483,0
53399,F,employed,1,9286,0.5950743,0
53400,M,employed,1,29821,0.52185857,0
53401,M,employed,1,5209,0.0,1
53402,M,student,0,0,0.67869341,0
53403,M,student,0,0,0.77771389,0
53404,M,retired,1,25,0.1052487,0
53405,M,employed,1,10675,0.72392321,0
53406,M,unemployed,1,6931,0.89340091,1
53407,F,unemployed,1,12275,0.86514622,0
53408,F,student,0,11532,0.9794901,0
53409,F,retired,1,3144,0.062505588,0
53410,M,retired,1,15684,0.23654082,0
53411,F,unemployed,1,0,0.34086686,0
53412,M,employed,0,21806,0.24398346,1
53413,M,unemployed,1,0,0.0,0
53414,M,employed,1,8296,0.84162855,0
53415,M,employed,0,21213,0.0,0
53416,M,employed,0,36573,0.36470261,0
53417,M,student,0,0,0.84102714,0
53418,M,employed,1,6653,0.81503445,0
53419,F,student,0,0,0.97032231,0
53420,M,unemployed,1,0,0.0,1
53421,M,employed,1,195975,0.62547058,0
53422,F,retired,1,8824,0.0,0
53423,F,employed,1,16409,0.0,0
53424,M,employed,1,11200,0.0,0
53425,F,employed,0,39916,0.84718591,0
53426,M,employed,1,6236,0.0,1
53427,F,employed,0,29382,0.56124383,0
53428,F,retired,1,49729,0.20726475,0
53429,F,employed,1,8372,0.50185513,0
53430,F,employed,1,17969,0.82998198,0
53431,F,employed,1,14371,0.0,0
53432,M,employed,0,230225,0.46953398,0
53433,M,employed,1,14706,0.62876451,0
53434,F,employed,1,9438,0.27457365,0
53435,M,student,0,0,0.81993687,0
53436,M,employed,1,10173,0.12769622,0
53437,F,unemployed,1,8358,0.98732197,0
53438,F,unemployed,1,0,0.94735998,0
53439,F,employed,1,10369,0.087990597,0
53440,F,student,0,0,0.93832105,0
53441,F,unemployed,0,0,0.68460548,0
53442,M,unemployed,1,11274,0.88742876,0
53443,M,student,0,0,0.79190218,0
53444,F,unemployed,1,0,0.85981762,0
53445,F,retired,0,10504,0.26516977,0
53446,M,employed,1,17377,0.7052961,0
53447,F,retired,1,3686,0.26186424,0
53448,M,employed,1,75910,0.64797682,0
53449,M,student,0,6442,0.33364144,0
53450,M,employed,0,11792,0.54628003,0
53451,F,employed,1,18646,0.23046656,0
53452,M,employed,1,7936,0.41657692,0
53453,M,employed,1,10230,0.033188146,0
53454,F,retired,0,14035,0.0,0
53455,M,unemployed,1,0,0.6927768,0
53456,M,employed,0,195246,0.0,0
53457,M,employed,1,15379,0.0,0
53458,F,student,0,0,0.90532273,0
53459,M,employed,1,533648,0.69441479,0
53460,M,employed,1,15814,0.4676097,0
53461,F,employed,1,266296,0.72343349,0
53462,M,employed,1,145548,0.0,0
53463,M,retired,0,7393,0.31488019,0
53464,M,employed,1,15642,0.9681778,0
53465,M,student,0,4834,0.98836726,0
53466,M,student,0,0,0.92106032,0
53467,F,unemployed,1,0,0.50162566,0
53468,F,employed,0,17470,0.58856064,0
53469,F,employed,1,4339,0.88576502,0
53470,M,employed,1,26669,0.95168006,0
53471,F,employed,1,11140,0.16407147,0
53472,F,employed,1,7719,0.64156461,1
53473,F,unemployed,1,11032,0.69204527,1
53474,F,employed,1,12106,0.083077244,0
53475,M,employed,1,8634,0.79951316,1
53476,M,employed,1,11109,0.38998595,0
53477,M,employed,0,11351,0.042696685,0
53478,F,employed,1,37709,0.65724999,0
53479,F,unemployed,1,0,0.0,0
53480,F,employed,1,8389,0.28079024,0
53481,M,employed,1,85097,0.60408485,0
53482,M,employed,1,10152,0.54729527,0
53483,M,employed,1,24464,0.899575,0
53484,F,employed,1,12578,0.43832231,0
53485,F,employed,1,9977,0.810489,0
53486,M,employed,1,9796,0.59681302,0
53487,M,unemployed,1,12196,0.0,0
53488,F,employed,1,5208,0.61180526,0
53489,M,unemployed,0,0,0.0,1
53490,M,employed,1,8143,0.21438269,1
53491,F,student,0,3164,0.76976883,0
53492,M,employed,1,10767,0.0,0
53493,M,unemployed,1,0,0.51131004,1
53494,F,employed,0,25595,0.59332091,0
53495,M,employed,1,26624,0.0,0
53496,M,student,0,7960,0.92239189,0
53497,F,retired,0,8913,0.21053982,0
53498,M,employed,1,7562,0.57186246,0
53499,M,employed,1,19777,0.0,0
53500,M,employed,0,8034,0.20521514,1
53501,F,employed,1,16405,0.78899539,1
53502,M,employed,0,5579,0.54255468,0
53503,M,employed,1,25207,0.62753993,0
53504,F,employed,1,7524,0.57112718,0
53505,M,unemployed,1,13076,0.094149776,0
53506,M,retired,0,21381,0.26193097,0
53507,M,employed,1,10398,0.35349342,0
53508,M,retired,1,31074,0.019910824,0
53509,M,student,0,0,0.86490512,0
53510,M,retired,1,2668,0.22543807,0
53511,M,employed,1,13925,0.047954228,0
53512,M,employed,1,13209,0.72623265,0
53513,M,unemployed,1,0,0.74600852,0
53514,M,employed,1,17631,0.75435328,0
53515,M,employed,1,38708,0.0,0
53516,M,employed,1,7341,0.8047955,0
53517,M,student,0,0,0.75439239,0
53518,M,employed,0,12555,0.0,0
53519,M,employed,1,6809,0.14725818,1
53520,F,employed,1,14488,0.70311671,1
53521,F,employed,1,70830,0.9534952,0
53522,M,employed,1,15742,0.41238007,0
53523,F,employed,0,12728,0.63166678,0
53524,F,unemployed,1,0,0.48343804,0
53525,M,employed,1,8960,0.74411535,0
53526,M,employed,0,9111,0.0,0
53527,F,student,0,7589,0.63495749,0
53528,F,employed,1,11233,0.59713471,0
53529,M,employed,1,7703,0.85325044,0
53530,M,employed,1,11157,0.32257378,0
53531,M,employed,1,25707,0.54471803,0
53532,F,student,0,0,0.083932549,0
53533,F,employed,1,10070,0.13051456,0
53534,F,employed,1,30085,0.13262814,0
53535,M,employed,1,9148,0.15292336,0
53536,F,employed,1,5283,0.058890142,0
53537,M,employed,1,18808,0.0,0
53538,M,unemployed,1,0,0.51789194,1
53539,F,employed,0,17649,0.96615195,0
53540,F,retired,0,4671,0.20488186,1
53541,M,employed,1,18066,0.053188272,1
53542,F,retired,1,7298,0.25469178,0
53543,F,unemployed,1,20498,0.56366849,0
53544,M,employed,1,9630,0.50355715,1
53545,M,student,0,22719,0.94837552,0
53546,M,employed,0,118553,0.35737696,0
53547,M,unemployed,1,0,0.0,0
53548,M,employed,1,5943,0.0,0
53549,M,employed,1,8736,0.09583509,0
53550,M,employed,0,11638,0.0,0
53551,M,employed,0,6856,0.75890714,0
53552,F,unemployed,1,0,0.68201536,0
53553,M,employed,1,10046,0.62206972,1
53554,F,employed,1,4115,0.0,0
53555,M,student,0,0,0.94686985,0
53556,F,employed,1,9709,0.63550067,0
53557,F,employed,1,6689,0.55072856,0
53558,F,employed,1,6585,0.62447214,0
53559,M,employed,1,8888,0.83826399,0
53560,F,student,0,0,0.96178907,0
53561,M,student,0,5409,0.98104465,0
53562,M,unemployed,1,0,0.6932767,1
53563,M,employed,1,26404,0.0,0
53564,F,employed,0,38717,0.52592432,0
53565,M,student,0,6564,0.70761955,0
53566,F,student,0,0,0.85018396,1
53567,F,employed,1,11130,0.77724111,0
53568,M,employed,1,8377,0.0,1
53569,M,employed,1,38171,0.0,0
53570,F,employed,1,7358,0.070362948,0
53571,M,student,0,7852,0.21609688,0
53572,F,retired,1,3125,0.18492579,0
53573,F,retired,1,16091,0.2459753,0
53574,F,employed,1,11870,0.78294754,0
53575,M,employed,0,9450,0.0,0
53576,F,employed,0,12951,0.0,0
53577,F,employed,1,9026,0.27962163,0
53578,M,retired,1,9598,0.0,0
53579,F,retired,1,2974,0.0,0
53580,F,unemployed,1,64744,0.55055535,0
53581,M,employed,0,5776,0.61287421,0
53582,M,employed,1,17486,0.43412951,0
53583,F,employed,0,8036,0.055252235,0
53584,M,unemployed,0,28057,0.6619857,0
53585,F,student,0,7598,0.89998341,0
53586,M,unemployed,0,0,0.66218263,1
53587,M,employed,1,6551,0.70054382,0
53588,M,retired,0,31199,0.0,0
53589,F,student,0,0,0.35954964,0
53590,M,employed,1,9346,0.64730114,0
53591,F,unemployed,1,25351,0.74303746,0
53592,M,employed,1,12170,0.086216688,0
53593,F,employed,1,14294,0.069604695,0
53594,M,employed,1,13048,0.55298722,0
53595,F,employed,1,9348,0.60337377,0
53596,M,unemployed,0,8369,0.86904728,0
53597,F,employed,1,12049,0.41460571,0
53598,F,unemployed,1,0,0.91546732,0
53599,M,retired,1,1705,0.0,0
53600,M,employed,1,13574,0.83507329,0
53601,F,employed,1,15024,0.0,0
53602,F,retired,1,467,0.10477342,1
53603,M,retired,1,6441,0.0,0
53604,M,student,0,16825,0.44310093,0
53605,F,retired,0,5650,0.23538482,0
53606,F,student,0,0,0.022093223,1
53607,M,employed,1,8828,0.67639059,0
53608,M,student,0,0,0.017614689,0
53609,M,employed,0,6277,0.0,0
53610,F,employed,0,22314,0.028139481,0
53611,M,unemployed,0,0,0.0,0
53612,F,employed,1,13237,0.55108637,0
53613,M,employed,1,14687,0.62117523,0
53614,M,student,0,0,0.85113573,1
53615,M,unemployed,1,10580,0.50857931,1
53616,M,employed,0,57063,0.60098845,0
53617,M,employed,1,11394,0.13950852,1
53618,M,employed,1,12748,0.0,0
53619,M,employed,1,20622,0.0,0
53620,F,employed,1,20446,0.54332453,0
53621,M,student,0,32361,0.35423324,0
53622,F,employed,1,4681,0.92512852,0
53623,F,employed,1,7703,0.0,0
53624,M,employed,1,20573,0.72993475,0
53625,F,student,0,4842,0.34468323,0
53626,F,retired,1,6518,0.0,0
53627,F,employed,1,10472,0.62477511,0
53628,M,employed,1,36282,0.95022649,0
53629,F,unemployed,1,0,0.50854397,1
53630,M,employed,1,22373,0.73090458,0
53631,M,employed,0,112199,0.56438518,0
53632,F,employed,1,58624,0.64420855,0
53633,M,employed,0,12639,0.32480073,0
53634,M,employed,1,11420,0.53974861,0
53635,M,employed,0,5794,0.0,0
53636,M,unemployed,1,0,0.84722948,0
53637,M,employed,0,14250,0.73008668,0
53638,M,unemployed,1,41911,0.0,0
53639,M,student,0,0,0.85996699,0
53640,M,student,0,0,0.74971718,0
53641,F,employed,1,5214,0.0,0
53642,M,student,0,9339,0.48556358,0
53643,M,retired,1,8868,0.25253743,0
53644,F,unemployed,1,0,0.80277038,0
53645,M,employed,0,9629,0.55265391,1
53646,F,unemployed,1,0,0.7530787,1
53647,F,student,0,15836,0.0,0
53648,F,employed,1,27184,0.12483677,0
53649,F,employed,0,6312,0.8982569,1
53650,M,employed,1,16000,0.64215165,0
53651,M,employed,1,14384,0.0,0
53652,M,student,0,0,0.0,1
53653,F,student,0,0,0.84364909,0
53654,F,employed,1,22235,0.32398051,0
53655,F,unemployed,1,17169,0.75549269,0
53656,M,unemployed,0,29172,0.24667099,0
53657,F,unemployed,1,35541,0.21004969,0
53658,F,unemployed,0,13496,0.0,0
53659,F,employed,1,25800,0.0,0
53660,F,unemployed,0,22024,0.87578863,0
53661,M,employed,1,7143,0.76386863,0
53662,F,retired,0,4877,0.23708253,0
53663,F,employed,1,8428,0.10209882,0
53664,F,unemployed,1,74646,0.27676651,0
53665,F,employed,1,24745,0.0,0
53666,F,employed,1,5838,0.034703821,1
53667,F,student,0,13397,0.58586931,0
53668,M,retired,1,4485,0.0,0
53669,M,employed,0,5676,0.28385422,0
53670,M,employed,1,10914,0.31879848,0
53671,M,employed,1,22329,0.12315011,0
53672,M,student,0,0,0.37798908,0
53673,F,employed,0,6374,0.0,0
53674,F,student,0,0,0.96394765,0
53675,F,employed,1,18092,0.71718925,0
53676,M,employed,1,65324,0.0,0
53677,F,retired,0,3830,0.23050579,0
53678,M,student,0,0,0.85556072,1
53679,M,employed,1,8443,0.89259064,0
53680,F,employed,0,11475,0.0,0
53681,F,employed,1,6558,0.0,0
53682,M,employed,1,8957,0.4689635,0
53683,F,employed,0,30241,0.55842251,0
53684,F,employed,1,7697,0.53697765,0
53685,F,employed,0,9582,0.24370213,1
53686,M,student,0,0,0.0,0
53687,M,employed,1,9630,0.0,0
53688,F,employed,0,12242,0.60399783,0
53689,F,employed,1,4907,0.73888999,0
53690,F,student,0,28467,0.36272538,0
53691,M,employed,1,19834,0.0,0
53692,M,unemployed,1,0,0.04727371,0
53693,M,employed,1,70400,0.0,0
53694,M,student,0,0,0.21569608,1
53695,M,unemployed,1,5417,0.64432561,0
53696,F,employed,1,6818,0.0,1
53697,F,employed,1,28954,0.0,0
53698,M,employed,1,11257,0.54661143,0
53699,F,employed,0,7205,0.71143419,0
53700,M,retired,0,4449,0.11024129,0
53701,M,employed,0,43603,0.8809219,0
53702,F,employed,1,4831,0.0,1
53703,F,employed,0,8199,0.0,1
53704,M,employed,1,6725,0.28830898,0
53705,M,retired,1,7478,0.11336263,0
53706,M,employed,0,41146,0.73426181,0
53707,M,employed,1,61804,0.56558335,0
53708,F,employed,1,5872,0.53559417,0
53709,M,unemployed,1,0,0.31945607,0
53710,M,student,0,0,0.4690105,0
53711,F,student,0,0,0.7246964,0
53712,F,retired,1,2879,0.29357734,0
53713,M,employed,1,9527,0.72965711,1
53714,M,employed,1,12330,0.21646596,0
53715,M,employed,0,9926,0.0,0
53716,M,employed,0,6737,0.90720534,0
53717,F,retired,1,3889,0.0,0
53718,M,unemployed,1,0,0.0,1
53719,M,employed,1,5922,0.0,0
53720,F,student,0,16645,0.18629828,0
53721,M,employed,1,5642,0.11728434,0
53722,M,employed,1,10478,0.0,0
53723,F,retired,1,16111,0.0,0
53724,F,student,0,0,0.43176401,0
53725,F,employed,0,16349,0.59874654,0
53726,M,employed,1,8670,0.0,0
53727,M,employed,0,8616,0.0,0
53728,M,employed,1,6122,0.16837437,0
53729,M,employed,1,6871,0.50384229,0
53730,M,retired,0,16524,0.27204236,0
53731,M,student,0,0,0.9567647,0
53732,M,student,0,31689,0.85596585,0
53733,F,student,0,0,0.89686847,0
53734,M,employed,0,25409,0.0,0
53735,F,retired,1,13767,0.066910706,0
53736,M,student,0,4446,0.88410574,0
53737,M,employed,1,9653,0.94362044,0
53738,M,retired,0,4845,0.0,0
53739,M,student,0,0,0.62663674,0
53740,F,employed,0,21962,0.90520322,0
53741,F,retired,1,4198,0.35565034,0
53742,M,retired,1,9543,0.0,0
53743,M,employed,1,17607,0.42405647,0
53744,F,employed,1,6120,0.80506945,0
53745,M,employed,0,29597,0.60984194,0
53746,M,employed,1,26902,0.0,0
53747,M,retired,1,4435,0.21480341,0
53748,F,employed,1,7075,0.0,0
53749,M,student,0,0,0.65403771,0
53750,M,employed,1,32481,0.51042289,0
53751,M,employed,1,21238,0.50184828,0
53752,M,employed,1,7747,0.90290433,0
53753,M,retired,1,7548,0.22046824,0
53754,F,employed,0,25215,0.072454534,0
53755,F,student,0,16930,0.88682914,0
53756,M,employed,1,10323,0.64623624,0
53757,M,employed,1,12019,0.34942475,0
53758,F,employed,1,26541,0.0,1
53759,F,employed,1,27364,0.77397168,0
53760,F,employed,1,14718,0.0,0
53761,M,employed,0,14490,0.54502606,0
53762,M,retired,1,3870,0.36520553,0
53763,M,retired,0,5217,0.0,0
53764,F,employed,1,7359,0.7882266,0
53765,F,unemployed,1,0,0.28124949,0
53766,M,retired,1,6265,0.19762263,0
53767,M,retired,0,11085,0.030120084,0
53768,F,employed,1,4581,0.81321001,0
53769,F,employed,0,7425,0.0,0
53770,M,employed,0,44074,0.0,0
53771,F,employed,1,20035,0.0,0
53772,F,retired,1,44187,0.15242045,0
53773,F,employed,0,9603,0.3540954,0
53774,M,employed,1,35809,0.8657999,0
53775,F,unemployed,1,16896,0.51945537,0
53776,F,employed,1,6299,0.99697411,0
53777,F,employed,1,68626,0.0,0
53778,F,student,0,7126,0.83875495,1
53779,M,student,0,0,0.88849354,1
53780,M,employed,0,10149,0.0,0
53781,M,employed,0,8362,0.29939187,0
53782,F,employed,0,12367,0.0,0
53783,F,employed,1,12862,0.77294672,0
53784,F,unemployed,1,10599,0.6588304,0
53785,M,retired,1,4072,0.0,0
53786,M,unemployed,1,24431,0.77408868,0
53787,F,unemployed,1,0,0.10423926,0
53788,M,unemployed,1,0,0.57745677,1
53789,M,employed,1,6124,0.51888198,0
53790,F,student,0,3927,0.22236414,0
53791,F,employed,1,32865,0.1950781,0
53792,F,unemployed,1,33622,0.51091641,0
53793,M,student,0,0,0.97780997,0
53794,M,employed,0,13278,0.64079356,0
53795,F,retired,0,7218,0.054163933,0
53796,F,employed,1,6100,0.32682687,0
53797,M,employed,1,57080,0.2462649,0
53798,F,employed,1,5720,0.55694914,0
53799,F,employed,1,51967,0.6701237,0
53800,M,unemployed,1,8278,0.50225621,0
53801,M,retired,0,30779,0.0045686206,0
53802,F,employed,0,11092,0.60279149,0
53803,F,employed,1,27481,0.23198731,0
53804,M,student,0,5481,0.95977169,0
53805,M,employed,0,22843,0.43508229,0
53806,M,employed,1,22792,0.70541161,0
53807,M,employed,1,12559,0.0,0
53808,M,employed,1,8353,0.51844293,1
53809,M,employed,1,6229,0.86627793,0
53810,M,employed,0,14144,0.0,0
53811,F,employed,1,26771,0.63724005,0
53812,M,student,0,0,0.81363833,1
53813,F,employed,1,4766,0.86255634,0
