id,sex,employment,married,income,digital2
139641,M,employed,0,7588,.26983407
139642,F,employed,1,8740,.59229702
139643,M,unemployed,0,6711,.96636647
139644,F,retired,0,4323,0
139645,F,student,1,0,.79045391
139646,M,employed,1,17696,0
139647,F,employed,1,6913,0
139648,M,student,0,0,0
139649,M,retired,1,6618,.32266364
139650,M,employed,0,38824,0
139651,F,employed,0,29932,.0029565885
139652,M,employed,0,18824,0
139653,M,employed,1,5973,.6851837
139654,M,retired,1,3960,.061328243
139655,F,employed,1,7994,0
139656,M,unemployed,1,7865,.16614109
139657,F,employed,1,27268,.58156228
139658,M,employed,1,27771,.67022043
139659,F,unemployed,1,12042,.30309701
139660,M,employed,0,7829,.57922268
139661,M,employed,1,15758,.49736732
139662,M,employed,0,13650,.71768987
139663,M,employed,1,12556,0
139664,M,employed,0,23303,.60894495
139665,M,unemployed,0,0,.11219829
139666,M,retired,1,7584,.0083625801
139667,F,employed,0,11004,.5115177
139668,M,retired,1,560,0
139669,M,student,0,12451,.1843164
139670,F,employed,1,4592,.44059202
139671,M,retired,1,88609,.011989953
139672,M,employed,1,6862,0
139673,M,employed,1,114376,.88261706
139674,F,unemployed,1,5455,.64896482
139675,F,employed,1,5491,.76787412
139676,M,employed,1,15011,0
139677,M,retired,1,6940,.2034547
139678,M,employed,1,7556,.69998568
139679,M,employed,1,5427,.62868124
139680,M,employed,1,69558,.95243061
139681,M,unemployed,1,6676,.69766808
139682,F,unemployed,1,0,0
139683,M,retired,0,6472,.10876466
139684,M,employed,0,7635,0
139685,F,student,0,0,.92209041
139686,M,employed,0,6095,0
139687,F,employed,1,6976,.18871288
139688,M,employed,0,8235,.63968974
139689,M,employed,1,5241,.55807358
139690,M,employed,1,7058,.80536366
139691,M,retired,1,11973,.17349601
139692,M,student,0,0,.12257508
139693,M,employed,1,12712,.87545198
139694,M,employed,0,56355,.50345951
139695,F,student,0,0,.93699133
139696,M,employed,1,10263,.79970324
139697,M,employed,0,7230,.58964026
139698,F,retired,0,5941,.10085583
139699,M,unemployed,0,22025,.37812963
139700,F,retired,1,6837,.21701217
139701,M,employed,1,8867,.69515014
139702,F,retired,0,10342,0
139703,F,employed,1,26650,.38275334
139704,F,employed,0,9446,.8140915
139705,F,student,0,0,.69874322
139706,M,employed,1,24977,.62993681
139707,M,employed,1,32886,.026621833
139708,M,employed,0,40784,.57207787
139709,F,employed,1,5549,.70109999
139710,F,student,0,16745,.94653541
139711,M,unemployed,0,18592,.57345617
139712,M,employed,1,9781,.16307731
139713,M,employed,1,8109,.58309603
139714,F,unemployed,1,0,.24088031
139715,M,student,0,0,0
139716,F,employed,0,30050,0
139717,F,unemployed,0,0,.8819313
139718,F,employed,1,13103,.4214057
139719,F,employed,1,36883,.66262925
139720,M,employed,0,7420,.2166485
139721,M,employed,1,19647,.10657678
139722,M,employed,0,7901,.69687223
139723,F,employed,0,10381,.4207634
139724,M,employed,1,19995,.6336627
139725,F,employed,1,19754,.54189199
139726,M,employed,1,8783,0
139727,F,retired,1,9556,.23201394
139728,F,unemployed,1,44400,.0733881
139729,M,employed,1,12082,.095410399
139730,M,unemployed,1,8701,.62478471
139731,F,student,0,0,.18402562
139732,M,employed,1,8971,.55046374
139733,F,retired,0,6856,.29837674
139734,F,unemployed,1,0,.12577958
139735,M,employed,1,7050,.51869607
139736,F,employed,1,11322,.6797657
139737,F,employed,1,59133,.85234046
139738,F,employed,1,8508,.55694747
139739,F,employed,1,14074,.34906685
139740,M,employed,1,43536,.73930043
139741,M,student,1,0,.78180128
139742,M,unemployed,0,8840,.89770204
139743,F,employed,1,6882,.87217617
139744,M,employed,1,6311,.20809785
139745,M,employed,1,24751,0
139746,F,retired,1,1486,0
139747,M,employed,0,6161,.17010267
139748,F,retired,0,5263,0
139749,M,unemployed,0,0,.38102639
139750,M,retired,1,11048,0
139751,F,employed,1,20177,.56372494
139752,M,employed,1,40438,.61538523
139753,M,student,1,0,.84812385
139754,M,employed,1,12157,.82782269
139755,M,employed,1,12681,.232264
139756,M,employed,1,10334,.21835653
139757,M,retired,1,6061,0
139758,F,employed,0,7282,.83655649
139759,M,employed,0,12766,.68814915
139760,F,retired,0,11701,0
139761,M,employed,0,7934,0
139762,M,employed,1,160886,.29872376
139763,F,employed,1,22493,.61800689
139764,F,retired,0,2760,0
139765,M,employed,1,81329,.81846768
139766,M,student,0,2430,.29752022
139767,M,employed,1,7168,0
139768,M,employed,1,17352,.53106827
139769,F,student,0,0,.91649109
139770,M,student,0,0,.85102797
139771,M,unemployed,1,0,.58203143
139772,F,retired,1,2950,.21408637
139773,F,employed,0,7259,.23786888
139774,F,retired,0,10064,.24512088
139775,M,employed,1,9528,.28416014
139776,M,unemployed,0,6011,.51927072
139777,M,student,0,0,.85801119
139778,M,employed,1,41553,.80589068
139779,M,retired,0,7179,0
139780,F,retired,1,4821,.24510404
139781,M,employed,1,7788,.53096634
139782,F,retired,1,6830,.24014612
139783,M,employed,1,9594,.024731895
139784,M,retired,0,4334,.2884019
139785,F,employed,1,10093,.62171161
139786,F,employed,0,15305,0
139787,F,student,0,0,0
139788,M,student,0,0,.972574
139789,F,unemployed,1,0,.42501351
139790,F,employed,0,6305,.84969997
139791,F,employed,1,5566,.68541783
139792,M,employed,0,10450,.86115468
139793,M,student,0,12222,.83428681
139794,F,unemployed,0,0,.0533407
139795,F,retired,1,29923,.22337714
139796,F,student,0,4904,.93007362
139797,M,employed,1,9981,0
139798,F,retired,0,6318,0
139799,M,employed,1,17728,.028922806
139800,M,employed,0,16437,.26486081
139801,M,employed,1,11592,.061822157
139802,M,student,0,0,.26403636
139803,M,employed,0,429448,.41429919
139804,M,employed,1,60737,.002864585
139805,F,unemployed,1,0,0
139806,F,student,0,0,.34609601
139807,M,employed,0,56076,.7810865
139808,M,unemployed,0,0,.59933704
139809,M,retired,0,4506,0
139810,F,employed,1,4782,.66854233
139811,F,student,1,18110,.96243447
139812,M,employed,1,19363,.8132081
139813,M,employed,1,12457,.65484393
139814,M,employed,0,41926,.14757878
139815,M,employed,0,7163,.44637606
139816,M,unemployed,0,6103,.71979666
139817,F,employed,0,9436,.77772671
139818,M,employed,1,12769,.013140441
139819,M,employed,1,37653,.73568743
139820,M,unemployed,0,0,.61806285
139821,M,employed,1,17719,.065965652
139822,M,employed,0,6930,0
139823,M,employed,0,7253,.51990378
139824,F,employed,1,7050,.063837998
139825,F,unemployed,1,31821,.092200257
139826,M,student,0,0,.055602252
139827,F,employed,1,12965,0
139828,F,employed,1,4539,.74371016
139829,M,unemployed,1,5927,.50873542
139830,M,employed,0,89748,0
139831,M,employed,0,6059,.63884652
139832,F,student,0,18053,.84860706
139833,F,employed,1,4421,.5616433
139834,F,student,1,5946,.29861742
139835,F,retired,1,19958,.25279608
139836,M,student,0,0,.9640013
139837,F,employed,1,5270,.57593238
139838,F,student,0,0,.8596561
139839,M,unemployed,0,8803,.71297228
139840,M,unemployed,1,0,0
139841,M,employed,1,8123,.52873033
139842,F,retired,1,23767,.20699772
139843,F,employed,1,8591,.51513821
139844,M,unemployed,1,0,.82327062
139845,M,employed,0,10092,.3063826
139846,F,employed,0,9671,.56471312
139847,F,retired,1,4052,.13019927
139848,M,student,0,0,.28871328
139849,F,employed,1,7651,.70775515
139850,M,student,0,0,.45225194
139851,M,student,0,96346,.59324157
139852,M,employed,1,12113,.46809083
139853,F,employed,1,23618,0
139854,F,student,0,0,.90316314
139855,M,student,0,0,.10882872
139856,M,employed,1,22549,0
139857,F,student,0,0,.87009466
139858,F,employed,0,12739,.66358238
139859,M,employed,1,7535,.47167838
139860,M,retired,1,13791,0
139861,M,employed,1,5692,.88777655
139862,M,employed,1,12792,0
139863,M,unemployed,0,47516,.18685615
139864,M,employed,0,10187,.63241297
139865,M,employed,1,8912,.50385547
139866,F,employed,1,7767,.26145893
139867,F,student,0,36222,.98238504
139868,F,student,0,0,.9211027
139869,M,employed,1,6634,0
139870,M,employed,0,16665,0
139871,M,employed,0,21699,.68753219
139872,F,unemployed,1,9228,.85484385
139873,F,employed,1,11094,.58628255
139874,M,employed,1,12004,.92990559
139875,M,employed,0,13160,.15965508
139876,F,employed,0,7258,.74260408
139877,M,student,0,0,.83221495
139878,M,employed,1,9304,.5418359
139879,F,employed,0,11567,.24434054
139880,M,student,0,0,0
139881,M,employed,1,11435,0
139882,M,employed,1,6448,.75028849
139883,M,employed,1,15474,.82735193
139884,M,employed,1,20233,.67009115
139885,M,retired,0,66491,.10403971
139886,M,employed,0,20335,0
139887,M,employed,1,17335,.85947573
139888,M,student,0,2968,.27921465
139889,F,student,0,0,.86524498
139890,F,retired,1,7188,.19164824
139891,M,employed,1,8188,.62620819
139892,F,retired,1,10614,0
139893,M,employed,0,16903,.29532489
139894,F,employed,1,6330,.56004035
139895,F,student,0,0,.99422723
139896,M,retired,1,10323,.24667566
139897,M,unemployed,1,0,.60144866
139898,F,employed,1,40593,0
139899,F,retired,0,5452,.065742306
139900,M,employed,1,7935,.59662348
139901,M,employed,1,22992,.65038031
139902,M,student,0,0,.86198229
139903,F,unemployed,1,0,0
139904,M,employed,0,9511,0
139905,F,retired,1,2964,0
139906,F,retired,0,2851,.15365678
139907,M,employed,1,74590,.27456075
139908,F,employed,1,8922,.35905173
139909,M,employed,1,8034,0
139910,F,employed,1,45325,.62391478
139911,F,unemployed,1,5176,0
139912,M,employed,1,31901,.61994559
139913,F,employed,0,9155,.5520826
139914,F,employed,1,42287,.78055072
139915,M,student,0,12454,.56302297
139916,F,retired,1,65481,.23273201
139917,F,retired,1,2193,.39338592
139918,M,student,0,31409,.83572721
139919,M,employed,1,11787,.60273695
139920,M,student,0,6608,0
139921,F,employed,0,6531,.46419072
139922,M,employed,1,5345,.51321274
139923,M,student,0,4101,.45610422
139924,M,student,0,0,.76567203
139925,F,employed,1,11067,.72755057
139926,F,employed,0,11524,.054026172
139927,M,employed,1,9641,.66535008
139928,F,employed,1,29907,.098092444
139929,M,employed,1,8818,.85431695
139930,M,employed,1,6534,.32267186
139931,F,employed,0,8138,.53472477
139932,F,employed,0,31189,.20431678
139933,M,employed,1,11713,.94434279
139934,M,retired,0,10316,0
139935,F,employed,1,18283,.021017719
139936,M,employed,1,38324,.34469119
139937,M,employed,1,10369,.62302077
139938,F,unemployed,1,6725,0
139939,M,retired,0,7116,0
139940,M,unemployed,1,0,.71422124
139941,M,unemployed,0,13489,.091242239
139942,F,retired,0,3995,.19114657
139943,F,unemployed,1,13473,.61564785
139944,F,employed,1,67723,.77945912
139945,M,employed,1,7037,.53135419
139946,F,employed,0,10742,.62118059
139947,F,unemployed,1,0,.77612871
139948,M,employed,1,13538,0
139949,M,student,0,7289,0
139950,F,employed,0,14097,.89588982
139951,F,unemployed,0,0,.30303454
139952,F,student,0,6743,.76261902
139953,M,employed,1,37190,.62786841
139954,M,student,0,6008,.60475808
139955,M,retired,0,16658,.068643764
139956,F,employed,1,31852,.50605214
139957,M,employed,1,7726,0
139958,F,employed,0,68583,.60791254
139959,F,employed,1,27099,.010287681
139960,F,employed,1,20424,0
139961,M,student,0,0,.90481287
139962,F,employed,0,17801,.79466689
139963,M,employed,1,26745,.60695821
139964,M,unemployed,1,0,.10629049
139965,M,employed,1,20958,.0042546168
139966,M,retired,1,8828,.28123146
139967,F,employed,1,5372,0
139968,M,retired,0,11400,.38641033
139969,F,student,0,0,.92022097
139970,F,retired,0,6247,.2399224
139971,F,unemployed,0,10358,.53387964
139972,M,retired,1,89463,.13028239
139973,F,student,0,0,.36778778
139974,M,retired,1,7501,.14350487
139975,F,student,1,0,.84216952
139976,F,employed,1,21892,.31520388
139977,F,unemployed,1,0,.86395985
139978,M,employed,1,6165,.62879831
139979,M,student,0,0,.61565197
139980,M,retired,1,4460,.15673821
139981,F,employed,1,30746,.88252139
139982,F,employed,1,6312,.53886676
139983,F,unemployed,1,0,.40534306
139984,F,employed,1,16971,.51013088
139985,F,student,0,20283,.84089029
139986,M,employed,1,11900,.9061746
139987,F,retired,0,6833,.13413575
139988,M,employed,1,11741,.64610243
139989,M,unemployed,1,0,0
139990,F,employed,1,9060,0
139991,F,employed,0,17489,.72414482
139992,M,employed,1,16467,.0065809246
139993,F,employed,1,8011,.62502319
139994,M,unemployed,1,0,.75025839
139995,F,employed,1,6285,.44132021
139996,M,employed,1,13858,.95597237
139997,M,retired,1,6740,.060129277
139998,F,employed,1,20680,.95274878
139999,M,employed,1,35027,.81074244
140000,M,employed,0,95846,.91728377
140001,M,unemployed,0,0,.51383305
140002,F,retired,1,2609,.22347793
140003,M,retired,1,33078,0
140004,M,employed,1,12900,.62507278
140005,F,student,0,4493,.73783243
140006,F,student,0,0,.50241363
140007,M,employed,1,8047,.64079058
140008,M,employed,0,16117,.80188572
140009,M,retired,0,3127,0
140010,F,employed,0,10303,.69466466
140011,M,employed,1,30974,.96428072
140012,M,employed,1,7518,.1860369
140013,F,employed,1,9475,.34496838
140014,M,employed,1,7792,.8064431
140015,M,employed,0,40195,0
140016,M,retired,1,31235,0
140017,M,employed,1,19309,.41310096
140018,M,employed,1,41670,.16846398
140019,M,employed,0,122122,.5365665
140020,M,employed,1,33782,0
140021,F,employed,1,30182,.53673071
140022,M,employed,1,5748,0
140023,M,retired,1,4781,.20871818
140024,M,employed,1,6314,.89514941
140025,M,unemployed,1,0,.28574556
140026,M,employed,0,10102,.49882433
140027,F,employed,1,20962,.28756201
140028,F,employed,1,4469,.93744451
140029,M,employed,1,57612,.43920812
140030,F,student,1,0,0
140031,M,student,0,18251,.91977316
140032,F,employed,0,24804,.88306201
140033,M,employed,0,7145,.96410084
140034,M,unemployed,0,0,.80669141
140035,F,employed,0,42974,0
140036,F,employed,1,5559,.20976253
140037,M,employed,0,11969,.54216659
140038,F,retired,1,3657,0
140039,M,employed,1,16501,0
140040,M,employed,1,16471,.64597666
140041,M,employed,0,11134,.16981509
140042,M,unemployed,1,0,.61518401
140043,F,employed,1,18184,0
140044,M,unemployed,1,14883,.72919691
140045,F,unemployed,1,0,.55523944
140046,F,employed,1,6205,.08752203
140047,F,unemployed,1,0,.8645435
140048,M,employed,1,22838,.53349006
140049,M,employed,1,40993,.20171803
140050,M,employed,0,6963,.13996771
140051,M,employed,0,134083,0
140052,M,employed,1,43097,.7488203
140053,M,employed,1,18657,.89050388
140054,F,retired,0,3656,.30983075
140055,F,unemployed,1,8053,.99725085
140056,M,retired,1,4490,0
140057,F,student,0,0,.11979163
140058,M,employed,1,10099,0
140059,F,student,0,10897,.96099281
140060,F,unemployed,1,0,0
140061,M,employed,1,12804,.14901832
140062,F,employed,0,10628,.39323324
140063,M,employed,0,9021,0
140064,F,retired,0,3399,.18416332
140065,M,employed,1,203858,.85157496
140066,F,employed,1,10628,.52044612
140067,M,employed,1,11931,.12133261
140068,M,retired,1,13574,.34332487
140069,M,employed,0,22046,.17427136
140070,M,employed,0,10834,.56815922
140071,M,employed,1,8900,.79865485
140072,M,retired,0,14655,0
140073,M,employed,1,30107,.54443538
140074,F,student,0,41035,.92951602
140075,M,employed,1,43979,0
140076,M,employed,1,27680,.26239753
140077,F,retired,0,4144,.039092563
140078,F,employed,1,30158,.66808707
140079,F,employed,0,70375,.28798765
140080,F,student,0,0,.65704614
140081,F,student,1,5934,.57427913
140082,F,retired,0,4102,0
140083,M,student,0,0,.7616573
140084,F,student,0,0,.82433903
140085,M,employed,1,10476,.31702441
140086,M,employed,1,14348,0
140087,M,employed,1,135095,.71681714
140088,M,retired,1,22174,.31604087
140089,M,employed,0,14866,.40528902
140090,F,employed,1,9153,.65750825
140091,M,employed,1,11453,.82425082
140092,M,employed,1,13820,0
140093,F,retired,1,6130,0
140094,M,employed,1,28401,.5586614
140095,M,employed,1,68672,.91945165
140096,M,retired,0,3520,.28053468
140097,M,student,0,0,.98472965
140098,M,student,0,0,.75399339
140099,M,employed,1,13506,.54903537
140100,M,employed,0,10530,.44215077
140101,F,employed,1,5447,0
140102,F,student,0,0,.56987977
140103,M,employed,1,5942,.68567502
140104,F,employed,1,12738,.49221027
140105,M,employed,1,21837,.72381276
140106,F,employed,1,23329,.79943848
140107,M,employed,1,16528,.87365156
140108,M,employed,1,6444,0
140109,F,unemployed,1,6546,.27495223
140110,F,unemployed,1,39861,.44028866
140111,F,employed,0,9444,0
140112,F,employed,1,13760,0
140113,M,student,0,49745,.22471179
140114,F,unemployed,0,0,.70481855
140115,M,employed,1,9343,0
140116,M,retired,0,9136,.32886475
140117,M,employed,0,10712,.53041184
140118,M,employed,0,8351,.43346995
140119,F,employed,1,6141,.56848139
140120,F,employed,1,5202,.88577873
140121,M,employed,1,28788,.87142134
140122,F,employed,1,11739,0
140123,F,employed,0,8089,.99229211
140124,F,unemployed,0,0,0
140125,M,employed,1,11010,.84172904
140126,M,employed,1,10842,.92023474
140127,M,employed,1,171160,.41105625
140128,F,student,0,0,.021312267
140129,M,unemployed,1,0,.78019482
140130,F,employed,1,12098,0
140131,M,employed,0,24175,.88645869
140132,M,employed,0,5994,0
140133,M,unemployed,1,0,.24307391
140134,M,employed,1,15337,0
140135,F,employed,1,5481,.62722862
140136,M,student,0,4079,.91896027
140137,F,employed,1,28423,.5003798
140138,M,unemployed,0,21411,.33075476
140139,F,employed,1,7771,0
140140,M,employed,1,5299,.53655523
140141,M,employed,1,20237,.8187874
140142,F,employed,1,8502,.6593104
140143,F,employed,1,14254,.043639228
140144,M,employed,1,5231,0
140145,F,retired,1,3380,.21078137
140146,M,unemployed,1,0,0
140147,M,employed,0,20027,.17696108
140148,M,student,0,0,.7488004
140149,M,employed,0,10966,.79902947
140150,M,unemployed,0,0,.59211266
140151,M,employed,0,7414,0
140152,F,retired,0,3115,0
140153,M,employed,1,21665,0
140154,M,employed,0,22115,.23302543
140155,M,unemployed,1,9822,.54107916
140156,M,student,0,0,.7874428
140157,M,employed,0,20533,.96166033
140158,M,employed,0,7468,.63695705
140159,M,student,0,0,.80013013
140160,F,retired,1,84972,.24827743
140161,F,employed,0,11224,.61430484
140162,F,retired,0,3917,0
140163,M,retired,1,43397,0
140164,M,employed,1,7828,.5296703
140165,M,student,0,0,.84909636
140166,M,retired,1,6511,0
140167,M,employed,1,23198,0
140168,M,employed,1,18446,.22914551
140169,M,employed,0,8371,.95520103
140170,M,student,0,6342,.93456513
140171,M,retired,0,30586,.27514243
140172,M,employed,0,7270,.39257044
140173,M,employed,1,8453,.8617028
140174,M,employed,1,34334,.58061558
140175,M,retired,1,9239,.28579101
140176,F,retired,0,5618,.022390045
140177,F,employed,1,19184,0
140178,M,retired,1,5557,.10713494
140179,M,employed,1,5731,.66626126
140180,M,employed,1,32671,0
140181,F,employed,1,6992,0
140182,M,employed,0,11356,.59659076
140183,M,employed,1,7236,.16280603
140184,F,employed,0,6777,0
140185,F,employed,1,29750,.68321097
140186,F,employed,1,14154,.58162075
140187,M,student,0,0,.40144995
140188,M,employed,1,5680,.34470323
140189,M,employed,1,63075,.12297952
140190,F,unemployed,1,12492,.7651515
140191,F,employed,1,167731,.97827595
140192,M,employed,1,47250,.55985761
140193,M,employed,0,12032,.96376336
140194,M,retired,1,10505,0
140195,M,employed,0,12996,.49274182
140196,M,employed,0,17764,.6300863
140197,M,retired,1,5006,.0066338754
140198,F,employed,1,6836,.56390762
140199,M,employed,0,9536,.57886529
140200,M,employed,0,677328,0
140201,M,employed,1,83158,.65490472
140202,F,employed,1,12801,.84194356
140203,M,student,1,0,.87361044
140204,F,unemployed,1,9872,.95640528
140205,M,employed,0,19299,0
140206,M,employed,1,8000,.83040547
140207,F,employed,1,6930,.30433708
140208,F,retired,1,5177,.20643179
140209,F,employed,1,8936,.77965033
140210,M,student,1,0,.798307
140211,F,unemployed,1,10903,.58557361
140212,M,employed,1,22855,.73579907
140213,M,employed,1,15097,.92369974
140214,F,employed,1,10504,.60072422
140215,F,unemployed,1,112621,.59595126
140216,F,student,0,0,.17990346
140217,M,unemployed,1,7999,.10549691
140218,F,unemployed,0,10129,.42008701
140219,F,retired,1,5939,0
140220,M,employed,1,15638,.055277601
140221,F,employed,0,30223,.93056834
140222,M,employed,0,27505,.036458541
140223,F,student,0,0,.25364989
140224,M,employed,1,20286,.80742145
140225,F,employed,0,6404,.77075565
140226,M,unemployed,0,0,.59456551
140227,M,retired,1,4336,0
140228,F,employed,1,7566,.66940641
140229,M,employed,0,8683,0
140230,F,employed,0,25707,.51470888
140231,M,retired,1,14930,.22579832
140232,M,student,0,9209,.97727716
140233,F,unemployed,1,0,.46189573
140234,M,retired,0,5336,.2987631
140235,F,student,0,0,.2209636
140236,F,employed,1,12477,.829319
140237,M,unemployed,1,18949,.50478411
140238,M,student,0,47768,.99852395
140239,F,employed,1,5925,.77684051
140240,M,unemployed,1,0,.53884673
140241,F,employed,1,23905,0
140242,F,retired,1,12228,0
140243,M,employed,1,15400,.44446176
140244,M,retired,1,10728,0
140245,M,unemployed,0,28104,.4368549
140246,F,employed,0,23370,.20662019
140247,M,student,0,23024,.69440925
140248,F,unemployed,0,0,.088854447
140249,M,employed,1,18936,.72721618
140250,F,employed,1,43306,.52151644
140251,M,student,0,0,.84650469
140252,M,employed,0,6805,.79786497
140253,F,employed,1,12220,.76045841
140254,M,student,0,0,.94963431
140255,F,retired,1,3065,0
140256,F,employed,0,1000000,.10647415
140257,F,employed,1,7474,.22612172
140258,M,employed,0,12189,.50917768
140259,M,student,0,0,.49855289
140260,F,unemployed,1,0,.56408721
140261,F,employed,0,18577,.51297545
140262,M,student,0,4444,.45542109
140263,F,employed,1,15058,.79923862
140264,F,employed,0,46753,.5295881
140265,M,employed,1,43735,.7297107
140266,M,employed,1,6124,0
140267,M,student,0,0,.82129955
140268,M,student,0,0,.89000571
140269,F,employed,1,9255,.66206753
140270,M,student,0,6257,.78698492
140271,F,unemployed,0,15262,.41922233
140272,M,student,0,0,.83052647
140273,M,student,0,17110,.86267895
140274,M,employed,1,6480,.48831448
140275,F,employed,1,4986,0
140276,M,student,0,0,.75720549
140277,F,employed,1,9227,.52498418
140278,M,employed,1,33516,.86697024
140279,F,employed,1,6806,.50249135
140280,M,employed,0,49374,.090539448
140281,F,retired,0,3828,0
140282,F,employed,0,8560,0
140283,M,employed,1,9080,.76116371
140284,M,employed,1,497084,.74199605
140285,F,student,0,10119,.75492591
140286,M,employed,0,28319,.90262651
140287,M,employed,0,8850,0
140288,F,student,0,0,.8758412
140289,F,employed,0,8895,.58818901
140290,M,employed,1,81545,.045013878
140291,F,employed,1,9026,.57958239
140292,M,student,0,0,.82057792
140293,M,student,0,0,.74946278
140294,M,employed,1,10428,0
140295,M,student,1,0,0
140296,M,student,1,0,0
140297,M,unemployed,0,7030,.063310206
140298,F,employed,1,11623,.80665863
140299,F,retired,0,7077,.17889959
140300,F,employed,0,9454,.78537625
140301,F,employed,1,13577,.20362136
140302,F,student,0,0,.91221309
140303,M,employed,0,14399,.08707761
140304,F,retired,1,11978,.090537511
140305,F,unemployed,1,11134,.80102491
140306,M,employed,1,13361,.66674161
140307,M,employed,0,6738,.59884411
140308,F,employed,1,11661,.48155999
140309,M,employed,1,6516,.82749403
140310,F,student,0,0,.72119153
140311,F,employed,0,10204,.053733278
140312,M,employed,0,16444,.70587099
140313,F,unemployed,0,12275,.76529211
140314,M,employed,0,8427,.47883829
140315,M,retired,1,10216,.043132015
140316,F,unemployed,1,0,.16851316
140317,M,employed,1,6146,.54204661
140318,M,unemployed,0,0,0
140319,M,student,0,0,.68341696
140320,F,employed,1,11720,.63230616
140321,M,employed,0,12135,.64142269
140322,F,student,0,8372,.89285058
140323,F,unemployed,0,0,0
140324,F,employed,1,9853,0
140325,F,employed,0,7481,0
140326,M,retired,1,8135,.20533454
140327,F,employed,0,9757,.35546365
140328,M,retired,0,8654,.17431019
140329,M,unemployed,1,0,0
140330,F,employed,1,26547,.68863863
140331,F,retired,1,3639,.25549346
140332,M,employed,1,27369,.19133364
140333,F,student,0,0,0
140334,F,retired,0,17864,0
140335,M,student,0,20382,.93027854
140336,M,employed,1,14546,.016928876
140337,M,employed,0,9654,0
140338,F,employed,1,10398,.50007212
140339,M,employed,0,28560,.74442935
140340,M,employed,1,8627,.60309076
140341,M,employed,0,13799,.85196662
140342,M,employed,0,1000000,.44442683
140343,M,student,0,0,.76093411
140344,M,employed,0,13956,.51116526
140345,M,student,0,0,.87741053
140346,M,unemployed,0,0,.33272353
140347,F,unemployed,1,7854,0
140348,M,retired,0,3824,.3947514
140349,M,retired,1,5920,.23860662
140350,M,employed,1,19816,.89447629
140351,F,unemployed,0,18339,.031916469
140352,F,employed,0,78775,.32826066
140353,M,student,0,16514,.32326183
140354,F,employed,0,9049,.30698285
140355,F,employed,0,6791,.5006578
140356,M,retired,1,72844,.27091771
140357,M,employed,1,5329,0
140358,F,student,0,0,.76463056
140359,M,unemployed,0,0,.55514306
140360,M,student,0,9446,.85689431
140361,M,unemployed,0,0,.18983166
140362,F,employed,1,20041,0
140363,M,employed,1,16843,.42343611
140364,F,employed,0,7462,.92547619
140365,F,unemployed,0,11369,.79566717
140366,F,employed,1,8927,.52715933
140367,F,student,0,0,.92552441
140368,M,retired,1,9181,.30047756
140369,F,retired,0,5769,.24620077
140370,M,student,0,0,.34321436
140371,M,student,0,0,.88885868
140372,M,employed,1,7325,.50480723
140373,M,employed,0,7372,0
140374,M,employed,1,7703,0
140375,M,employed,0,7577,0
140376,M,student,0,0,.13365705
140377,M,employed,1,14908,.70553911
140378,M,unemployed,1,0,.69300473
140379,F,retired,1,6111,.33333737
140380,M,unemployed,1,9058,.029533107
140381,M,employed,0,5541,.92333865
140382,M,student,0,0,.974226
140383,F,student,0,13259,.89715487
140384,M,employed,1,14756,.1369653
140385,M,employed,1,30238,.80902314
140386,M,employed,0,6017,0
140387,M,employed,1,78777,.58869088
140388,M,unemployed,1,0,.43206125
140389,M,student,0,0,.80720681
140390,M,employed,1,11626,0
140391,F,employed,1,15697,.26407734
140392,M,employed,1,13109,.64130092
140393,M,employed,1,10760,.85636067
140394,M,employed,1,17038,.37612441
140395,F,student,1,0,.82722157
140396,M,student,0,3116,.95534265
140397,F,employed,1,4126,0
140398,M,retired,0,15075,0
140399,F,employed,1,12232,.73072469
140400,F,retired,0,5073,0
140401,F,unemployed,1,0,.63954908
140402,F,unemployed,1,6697,0
140403,F,student,0,3860,.96212262
140404,M,unemployed,0,0,0
140405,M,employed,1,35199,0
140406,F,student,0,0,.96394432
140407,M,unemployed,1,15287,.64398366
140408,M,student,0,0,0
140409,F,employed,1,36648,.82515502
140410,M,employed,0,11685,.562558
140411,F,employed,1,7319,.22947544
140412,F,retired,0,1405,.04786142
140413,F,unemployed,0,8588,.50597543
140414,M,employed,0,12418,.57066453
140415,F,employed,1,20430,.54665399
140416,F,employed,1,9746,.17091516
140417,M,employed,1,13244,.70481837
140418,F,employed,1,8309,.49247703
140419,F,employed,1,18683,0
140420,M,employed,1,9657,0
140421,F,employed,0,134808,.6898337
140422,M,employed,1,39551,.23870717
140423,F,retired,1,9711,.13366112
140424,M,employed,0,5464,.41710147
140425,M,employed,1,104824,0
140426,M,employed,1,10168,.57888877
140427,M,retired,1,15635,.23171863
140428,F,retired,1,2516,0
140429,M,employed,1,33328,.68916023
140430,M,student,0,14709,.59473348
140431,F,employed,0,30642,.69360191
140432,F,employed,0,15279,.5300433
140433,F,unemployed,0,13488,.27602801
140434,F,retired,0,6509,.20759693
140435,F,retired,0,26682,0
140436,M,unemployed,1,30429,.6809656
140437,F,unemployed,1,11897,.85370642
140438,M,employed,1,60303,.50402248
140439,M,employed,1,10834,.75248253
140440,M,student,0,26115,.21970929
140441,M,employed,0,17620,.19986837
140442,M,employed,1,9757,0
140443,M,employed,1,17615,0
140444,M,employed,1,9280,.501333
140445,M,employed,1,8591,.82524234
140446,M,retired,0,6861,.19005133
